USER_ID,ORDER_ID,PURCHASE_TS,SHIP_TS,REFUND_TS,PRODUCT_NAME,PRODUCT_ID,USD_PRICE,PURCHASE_PLATFORM,MARKETING_CHANNEL,ACCOUNT_CREATION_METHOD,COUNTRY_CODE,,
752ac4c6,ee343f1273b50270,6/2/2020,6/3/2020,,JBL Quantum 100 Gaming Headset,ab0f,24,website,direct,desktop,US,,
f1090457,ee353c55419101886,12/14/2019,12/15/2019,,27in 4K gaming monitor,e7e6,480,website,direct,desktop,US,,
93f4a64b,ee39d520fd662729,12/10/2020,12/13/2020,,Nintendo Switch,e682,168,website,direct,desktop,US,,
6f77d899,ee3cb457bfe48057,12/2/2020,12/3/2020,3/11/2024,27in 4K gaming monitor,e7e6,480,website,direct,desktop,US,,
c046f5a7,ee3ecb6b24981450,7/7/2019,7/10/2019,,JBL Quantum 100 Gaming Headset,8315,24.32,mobile app,email,mobile,US,,
feb97df4,ee3f3214b68107591,7/18/2019,7/21/2019,,JBL Quantum 100 Gaming Headset,ab0f,20.93,website,email,mobile,KR,,
cc261068,ee46e76e02086255,4/8/2019,4/9/2019,,Nintendo Switch,8d0d,168,website,social media,tablet,US,,
f0c0a105,ee490c92248101776,5/15/2020,5/16/2020,,Nintendo Switch,e682,148.05,website,direct,desktop,FR,,
5d107d4a,ee4bb2dba7c40601,5/20/2020,5/23/2020,,Nintendo Switch,e682,168,website,direct,desktop,US,,
8556e58f,ee528da3ed756715,2/7/2021,2/10/2021,,Nintendo Switch,8d0d,168,website,social media,tablet,US,,
.56E880,ee528da3ed756715,2/7/2021,2/10/2021,,Nintendo Switch,8d0d,168,website,social media,tablet,US,,
2f3cce2d,ee54c02695d22171,11/4/2020,11/7/2020,,JBL Quantum 100 Gaming Headset,ab0f,21.27,website,direct,desktop,NO,,
1417eedc,ee54ec28f6e11220,2/15/2019,2/18/2019,,Nintendo Switch,8d0d,168,website,direct,desktop,US,,
78192893,ee55d2d82b52063,9/12/2019,9/13/2019,,JBL Quantum 100 Gaming Headset,ab0f,24,website,direct,desktop,US,,
6d2facb4,ee58cd4608647134,5/26/2020,5/28/2020,6/18/2022,27in 4K gaming monitor,891b,417.74,website,direct,desktop,IT,,
43334030,ee58e6c2e791136,2/12/2021,2/15/2021,,Nintendo Switch,8d0d,168,website,direct,desktop,US,,
3343230,ee58e6c2e791136,2/12/2021,2/15/2021,,Nintendo Switch,8d0d,168,website,direct,desktop,US,,
ede41cf3,ee59a134829100481,2/13/2021,2/16/2021,11/9/2023,27in 4K gaming monitor,e7e6,480,website,direct,desktop,US,,
cf6c5023,ee5af8252a087668,8/23/2020,8/26/2020,,Nintendo Switch,8d0d,168,website,affiliate,unknown,US,,
cbb04eff,ee5cb73b4ea86082,1/28/2021,1/31/2021,,JBL Quantum 100 Gaming Headset,ab0f,21.1,website,direct,desktop,RU,,
d70f82b6,ee5f1ae507790843,12/28/2019,12/31/2019,,27in 4K gaming monitor,891b,480,website,direct,desktop,MM,,
31179d18,ee60a2aed5022979,1/17/2021,1/19/2021,6/21/2024,27in 4K gaming monitor,e7e6,451.63,website,email,desktop,ES,,
31179d18,ee60a2aed5022980,1/17/2021,1/19/2021,,27in 4K gaming monitor,e7e6,451.63,website,email,desktop,ES,,
fb6d339a,ee60ec8cd40106212,7/3/2020,7/4/2020,5/18/2022,JBL Quantum 100 Gaming Headset,ab0f,21.57,website,direct,desktop,RU,,
7ad43270,ee656876efb52475,8/9/2020,8/11/2020,5/3/2023,27in 4K gaming monitor,891b,480,website,email,desktop,US,,
e4169962,ee675c2bbe896338,6/13/2020,6/14/2020,5/22/2022,Sony PlayStation 5 Bundle,54ed,1530,website,email,mobile,US,,
15fb64c5,ee67f32fc5e11968,4/2/2020,4/3/2020,,Sony PlayStation 5 Bundle,54ed,884.57,website,direct,desktop,BE,,
ce2909a3,ee6a2aa3ff687099,12/28/2019,12/30/2019,,JBL Quantum 100 Gaming Headset,8315,23.38,mobile app,email,mobile,GB,,
f1760341,ee6d544e29e102050,11/15/2020,11/16/2020,,Nintendo Switch,e682,168,website,direct,desktop,BR,,
f4abe099,ee6da605d6d103398,4/2/2020,4/5/2020,,JBL Quantum 100 Gaming Headset,ab0f,18.2,website,direct,desktop,GB,,
e5c28176,ee6dcc5a9d997062,7/24/2020,7/25/2020,,Nintendo Switch,e682,168,website,direct,desktop,US,,
690800d0,ee6f74f190845331,9/28/2020,10/1/2020,,Dell Gaming Mouse,5142,49.98,mobile app,direct,desktop,NI,,
690800d0,ee6f74f190845332,9/28/2020,10/1/2020,,Dell Gaming Mouse,5142,49.98,mobile app,direct,desktop,NI,,
50f82541,ee725c45a6035853,6/18/2020,6/20/2020,,27in 4K gaming monitor,891b,408,website,direct,desktop,US,,
4fb199fb,ee732bee83d35359,10/13/2020,10/15/2020,5/27/2023,27in 4K gaming monitor,891b,480,website,direct,desktop,US,,
7f74994b,ee75a7a295954450,5/24/2020,5/26/2020,,27in 4K gaming monitor,891b,462.88,website,direct,desktop,GB,,
77c0353d,ee75fe2f66351264,8/25/2019,8/27/2019,,27in 4K gaming monitor,891b,428.57,website,direct,desktop,CA,,
b4e3cd03,ee7a0ebfa3c76620,12/22/2019,12/23/2019,1/15/2022,Nintendo Switch,e682,168,website,direct,desktop,US,,
8076b88a,ee7b3e19dac54841,10/12/2019,10/13/2019,,JBL Quantum 100 Gaming Headset,ab0f,24.17,website,direct,desktop,RU,,
3dd26d67,ee7ba020cc728025,2/2/2019,2/3/2019,,Nintendo Switch,8e5d,169,mobile app,direct,desktop,CA,,
78e653f2,ee7c73a7b4851708,3/15/2020,3/16/2020,,Nintendo Switch,8d0d,168,website,direct,desktop,US,,
0f48dd04,ee7d47b368b9305,12/2/2019,12/5/2019,,Nintendo Switch,e682,168,website,direct,desktop,US,,
a82070a9,ee7e6c9b9f871222,7/10/2020,7/12/2020,,27in 4K gaming monitor,891b,478.62,website,direct,desktop,BR,,
0d2cde97,ee80248e9408422,9/11/2020,9/14/2020,,27in 4K gaming monitor,891b,480,website,direct,desktop,US,,
9.60E+231,ee818781f6f3132,5/22/2020,5/25/2020,,27in 4K gaming monitor,891b,480,website,direct,desktop,US,,
1ba140f8,ee82790624514255,5/28/2019,5/29/2019,,Nintendo Switch,8d0d,168,website,direct,desktop,US,,
b0802fde,ee865dabf4a74806,2/22/2020,2/24/2020,,JBL Quantum 100 Gaming Headset,ab0f,24,website,direct,desktop,US,,
a622e731,ee8e7c4961170394,2/7/2021,2/8/2021,,Nintendo Switch,8d0d,157.72,website,direct,desktop,JP,,
22e7734,ee8e7c4961170394,2/7/2021,2/8/2021,,Nintendo Switch,8d0d,157.72,website,direct,desktop,JP,,
e34a7272,ee8f5a7e7e596011,6/22/2020,6/25/2020,,Nintendo Switch,8d0d,168,website,direct,desktop,US,,
a26f7ddd,ee9380b2cc068701,12/3/2020,12/6/2020,,Dell Gaming Mouse,8d4f,64.25,mobile app,email,desktop,GB,,
75a21725,ee93959c61e50434,8/19/2020,8/21/2020,,Dell Gaming Mouse,8d4f,49.98,mobile app,email,desktop,US,,
75a21725,ee93959c61e50435,8/19/2020,8/21/2020,,Dell Gaming Mouse,8d4f,49.98,mobile app,email,desktop,US,,
8acb7a64,ee94faf5d7a58939,7/15/2019,7/18/2019,,Nintendo Switch,8d0d,151.99,website,direct,desktop,IT,,
49605b37,ee96b6a7f0f32667,9/19/2019,9/22/2019,,Nintendo Switch,8d0d,168,website,direct,desktop,BR,,
49605b37,ee96b6a7f0f32668,9/19/2019,9/22/2019,,Nintendo Switch,8d0d,168,website,direct,desktop,BR,,
0f01e4c5,ee96bebc1f49174,3/5/2020,3/6/2020,,Nintendo Switch,b5f7,167.98,mobile app,email,mobile,US,,
04269ace,ee990e697764836,8/25/2020,8/27/2020,,Nintendo Switch,8d0d,154,website,direct,desktop,NO,,
04269ace,ee990e697764837,8/25/2020,8/27/2020,10/4/2024,Nintendo Switch,8d0d,154,website,direct,desktop,NO,,
7bdcdbca,ee99bb70ef452921,12/7/2019,12/10/2019,,Nintendo Switch,e682,177.11,website,email,mobile,GB,,
2e3f8e6f,ee9a4854c8721736,2/8/2021,2/10/2021,,JBL Quantum 100 Gaming Headset,8315,23.58,mobile app,email,desktop,US,,
b0d90a89,ee9f88e03e274947,5/6/2020,5/9/2020,,Nintendo Switch,e682,146.59,website,direct,desktop,IE,,
59f07b66,eea014f735439303,11/6/2020,11/7/2020,,Nintendo Switch,8d0d,168,website,direct,desktop,US,,
04ad6a39,eea1343d4d65028,5/3/2020,5/6/2020,,Nintendo Switch,8d0d,146.59,website,direct,desktop,DE,,
9d1f0792,eea8611cdee66438,2/16/2021,2/18/2021,,27in 4K gaming monitor,891b,450.62,website,direct,desktop,JP,,
d9839398,eea8c35818491881,11/26/2019,11/29/2019,,JBL Quantum 100 Gaming Headset,ab0f,24,website,affiliate,unknown,US,,
a0895503,eea8dd9fb5b67900,2/17/2021,2/19/2021,,Nintendo Switch,8d0d,168,website,email,desktop,US,,
9528559,eea8dd9fb5b67900,2/17/2021,2/19/2021,,Nintendo Switch,8d0d,168,website,email,desktop,US,,
16f3846c,eeb2b4374d412356,5/20/2020,5/23/2020,,JBL Quantum 100 Gaming Headset,ab0f,24,website,direct,desktop,US,,
cd5d1061,eeb62711b2d86743,1/31/2021,2/1/2021,,Nintendo Switch,e682,168,website,direct,desktop,US,,
cd5d1061,eeb62711b2d86744,1/31/2021,2/1/2021,,Nintendo Switch,e682,168,website,direct,desktop,US,,
5d63c6d7,eeb7edfbc0e40718,12/12/2020,12/13/2020,,Nintendo Switch,8d0d,154.75,website,direct,desktop,CA,,
4.76E+163,eeb969c5dc43115,7/11/2019,7/12/2019,8/20/2021,Sony PlayStation 5 Bundle,54ed,1620,website,direct,desktop,US,,
2fc25b67,eeb9fda779822417,11/2/2020,11/4/2020,,27in 4K gaming monitor,891b,480,website,direct,desktop,US,,
6c532e0e,eebaa96b93746756,2/13/2021,2/14/2021,,Acer Nitro V Gaming Laptop,22ea,798,website,direct,desktop,US,,
7647ec3a,eebd6f131fd50691,2/26/2020,2/29/2020,,Nintendo Switch,8d0d,150.41,website,direct,desktop,DE,,
83280a53,eebe4a4c58855865,10/16/2019,10/18/2019,,Lenovo IdeaPad Gaming 3,04ac,1187.18,website,direct,desktop,US,,
c322bdce,eebfb96e58e82654,7/6/2020,7/9/2020,,27in 4K gaming monitor,891b,480,website,direct,desktop,US,,
ef5991ac,eec053282e0101128,9/5/2020,9/6/2020,,Nintendo Switch,e682,168,website,direct,desktop,US,,
398c87c5,eec42b2753c26287,2/26/2019,3/1/2019,,JBL Quantum 100 Gaming Headset,ab0f,22.22,website,direct,desktop,PT,,
fe0a72ef,eec63f21873107325,4/10/2019,4/11/2019,,Nintendo Switch,8d0d,179.4,website,direct,desktop,DK,,
256e0ec3,eec73c7b0c418123,12/10/2019,12/11/2019,,Nintendo Switch,e682,152.01,website,email,mobile,JP,,
e8ee5408,eec82758dda98372,1/1/2019,1/3/2019,,27in 4K gaming monitor,891b,358.46,website,social media,tablet,GB,,
0e6c0ff6,eecb2ce152d8936,10/21/2020,10/22/2020,10/30/2022,Nintendo Switch,e682,175.74,website,direct,desktop,GB,,
c5331b44,eecb777812e83452,11/12/2020,11/14/2020,,Nintendo Switch,e682,168,website,direct,desktop,US,,
f2bd9c76,eece8021766102603,4/7/2019,4/9/2019,,JBL Quantum 100 Gaming Headset,8315,24.26,mobile app,email,mobile,US,,
fa51e904,eecfdc9148c105766,1/5/2021,1/7/2021,,Nintendo Switch,e682,153.88,website,direct,desktop,AU,,
2b5f0437,eed571de3da20556,2/9/2021,2/12/2021,,Nintendo Switch,e682,158.32,website,direct,desktop,CA,,
5f07921,eed571de3da20556,2/9/2021,2/12/2021,,Nintendo Switch,e682,158.32,website,direct,desktop,CA,,
ee56af20,eedd1ae09ae100681,7/31/2020,8/3/2020,,Nintendo Switch,e682,168,website,direct,desktop,US,,
6fc169ec,eede09e32d448177,9/27/2019,9/30/2019,,Nintendo Switch,b5f7,122.72,mobile app,direct,desktop,AU,,
5f550ea1,eedf22b7c9341517,11/21/2019,11/24/2019,,JBL Quantum 100 Gaming Headset,ab0f,24,website,direct,desktop,US,,
2e682622,eee0f42315221791,11/29/2020,11/30/2020,,Sony PlayStation 5 Bundle,54ed,1841.8,website,direct,desktop,DE,,
b33dba58,eee14028eb675956,7/18/2019,7/19/2019,,JBL Quantum 100 Gaming Headset,ab0f,21.96,website,direct,desktop,ES,,
e2645216,eee229f304495641,2/22/2021,2/24/2021,,Dell Gaming Mouse,8d4f,49.98,mobile app,direct,desktop,US,,
fdb108ee,eee47b5a8a3107168,8/2/2020,8/5/2020,,Nintendo Switch,8d0d,168,website,direct,desktop,US,,
7c364c50,eee5663869153075,7/11/2020,7/12/2020,,Dell Gaming Mouse,f81e,,mobile app,email,mobile,VE,,
68394af4,eee6098951944971,1/10/2019,1/12/2019,11/28/2020,Nintendo Switch,8e5d,167.48,mobile app,direct,desktop,ZA,,
972cf120,eee859588b064036,8/23/2020,8/24/2020,,Nintendo Switch,e682,158.9,website,direct,desktop,AT,,
32ffdc4b,eeea84aff5723729,8/9/2020,8/12/2020,,27in 4K gaming monitor,e7e6,480,website,direct,desktop,US,,
1852d109,eeea8cd6df512890,1/14/2021,1/16/2021,,27in 4K gaming monitor,891b,284.01,website,direct,desktop,AU,,
8aa915e2,eeecef521e358882,2/8/2021,2/10/2021,4/5/2023,Nintendo Switch,e682,162.75,website,email,desktop,DE,,
a91846,eeecef521e358882,2/8/2021,2/10/2021,4/5/2023,Nintendo Switch,e682,162.75,website,email,desktop,DE,,
c0435dcc,eeefa0fbed981445,6/2/2020,6/3/2020,,Nintendo Switch,8d0d,168,website,direct,desktop,US,,
356ee39f,eef1ec433eb24643,5/30/2020,5/31/2020,,Nintendo Switch,8d0d,146.59,website,direct,desktop,FR,,
f207a20a,eef27fb9e02102288,12/31/2019,1/1/2020,,JBL Quantum 100 Gaming Headset,ab0f,21.55,website,direct,desktop,DE,,
d2116bb2,eef2a7cdfc288672,11/17/2020,11/19/2020,10/20/2022,Nintendo Switch,e682,141.51,website,direct,desktop,AU,,
a6195c64,eef3a7b816b70375,2/17/2021,2/20/2021,,JBL Quantum 100 Gaming Headset,ab0f,24,website,direct,desktop,US,,
8a2dc0e5,eef47ab87dd58666,5/29/2020,5/30/2020,,JBL Quantum 100 Gaming Headset,8315,23.14,mobile app,email,mobile,US,,
17364026,eef626bc178481,2/26/2021,2/27/2021,,Nintendo Switch,8d0d,142.8,website,direct,desktop,US,,
3645396,eef626bc178481,2/26/2021,2/27/2021,,Nintendo Switch,8d0d,142.8,website,direct,desktop,US,,
f18d7720,eef8d29f0c8102091,1/10/2021,1/11/2021,,27in 4K gaming monitor,891b,451.63,website,direct,desktop,FR,,
3760a69b,eef9be4e82625414,6/29/2019,6/30/2019,,Nintendo Switch,8d0d,134.4,website,direct,desktop,US,,
9c3c334b,ef01fd7476066073,3/15/2020,3/18/2020,,27in 4K gaming monitor,e7e6,480,website,direct,desktop,US,,
eb73c5eb,ef06b84c1df99474,2/6/2021,2/8/2021,,Nintendo Switch,8d0d,168,website,direct,desktop,US,,
73c5400,ef06b84c1df99474,2/6/2021,2/8/2021,,Nintendo Switch,8d0d,168,website,direct,desktop,US,,
c410a39f,ef086a3166c83029,7/6/2019,7/7/2019,,Sony PlayStation 5 Bundle,e22d,2019.6,website,direct,desktop,BR,,
ebaa9d56,ef135188ee999555,12/11/2020,12/14/2020,,Sony PlayStation 5 Bundle,54ed,1551.01,website,direct,desktop,RU,,
d9feeef9,ef187ed120692095,10/11/2020,10/12/2020,,JBL Quantum 100 Gaming Headset,ab0f,24,website,direct,desktop,RO,,
ae47796b,ef1b5f94d1173845,2/19/2019,2/20/2019,,27in 4K gaming monitor,891b,480,website,direct,desktop,KZ,,
f5a59872,ef1c293ac82103800,9/17/2019,9/19/2019,,JBL Quantum 100 Gaming Headset,ab0f,24,website,direct,desktop,US,,
215a1d9f,ef22c34e1d316573,8/16/2019,8/18/2019,,JBL Quantum 100 Gaming Headset,8315,24.02,mobile app,email,mobile,US,,
f809a9fe,ef276355c43104781,1/22/2021,1/23/2021,,JBL Quantum 100 Gaming Headset,ab0f,24,website,direct,desktop,US,,
77b2da29,ef29eec5ab651249,1/6/2021,1/9/2021,6/27/2022,Nintendo Switch,8e5d,165.38,mobile app,email,desktop,US,,
4b083750,ef2db51b18533360,12/12/2020,12/14/2020,7/27/2022,Nintendo Switch,e682,160.34,website,direct,desktop,DE,,
4b083750,ef2db51b18533361,12/12/2020,12/14/2020,,Nintendo Switch,e682,160.34,website,direct,desktop,DE,,
2bb1b417,ef2e410f0c320673,8/5/2020,8/6/2020,9/2/2022,Nintendo Switch,e682,146.9,website,direct,desktop,NO,,
afe9fe32,ef2f7e99fe574558,5/24/2019,5/26/2019,,27in 4K gaming monitor,891b,480,website,direct,desktop,US,,
a676e905,ef3075a415170545,6/30/2020,7/3/2020,,Nintendo Switch,8d0d,168,website,direct,desktop,US,,
9cc85ac0,ef30d8fc50366295,11/18/2019,11/21/2019,,Nintendo Switch,8d0d,150.53,website,direct,desktop,NL,,
9cc85ac0,ef30d8fc50366296,11/18/2019,11/21/2019,,Nintendo Switch,8d0d,150.53,website,direct,desktop,NL,,
a6831b98,ef3323f66ae70569,1/28/2021,1/30/2021,1/20/2023,Nintendo Switch,8d0d,168,website,direct,desktop,US,,
29c347d7,ef399b9983b19888,2/25/2020,2/27/2020,,27in 4K gaming monitor,891b,403.25,website,direct,desktop,CA,,
2e1a2f08,ef39f55e13f21684,10/27/2020,10/30/2020,,JBL Quantum 100 Gaming Headset,ab0f,24,website,email,desktop,CL,,
ec8e1a7b,ef3a368897b99943,1/22/2021,1/23/2021,,JBL Quantum 100 Gaming Headset,ab0f,23.83,website,direct,desktop,NL,,
5fa83605,ef3ca499b9d41643,11/24/2019,11/25/2019,,Nintendo Switch,8d0d,46.85,website,direct,desktop,TR,,
f0740c4a,ef3dc54b37c101652,7/16/2020,7/17/2020,,27in 4K gaming monitor,e7e6,480,website,direct,desktop,US,,
27c7c696,ef408f5fe0819108,7/17/2020,7/20/2020,,JBL Quantum 100 Gaming Headset,ab0f,24,website,direct,desktop,BR,,
3e3cf9f1,ef4118bc24728222,1/29/2021,2/1/2021,,Lenovo IdeaPad Gaming 3,9ef0,1198,website,direct,desktop,US,,
3e3cf9f1,ef4118bc24728223,1/29/2021,2/1/2021,,Lenovo IdeaPad Gaming 3,9ef0,1198,website,direct,desktop,US,,
8921e2d2,ef415eff9e658248,2/24/2020,2/25/2020,,Nintendo Switch,8d0d,168,website,direct,desktop,US,,
2a70080a,ef42ceb3a6f20176,6/19/2020,6/22/2020,,Nintendo Switch,e682,148.05,website,direct,desktop,FR,,
7a4bb8ea,ef4435db8ea52256,7/31/2020,8/2/2020,,Nintendo Switch,8d0d,175.22,website,direct,desktop,GB,,
c85a7b42,ef47522d4f184708,1/21/2021,1/22/2021,,Lenovo IdeaPad Gaming 3,9ef0,1198,website,direct,desktop,ZM,,
3f9e1df4,ef492d781c428843,1/4/2021,1/7/2021,,JBL Quantum 100 Gaming Headset,4c58,19.06,mobile app,direct,desktop,GB,,
3f9e1df4,ef492d781c428844,1/4/2021,1/7/2021,,JBL Quantum 100 Gaming Headset,4c58,19.06,mobile app,direct,desktop,GB,,
5aa57df9,ef4b837310b39625,5/24/2020,5/26/2020,,JBL Quantum 100 Gaming Headset,2997,18.19,mobile app,direct,desktop,CA,,
28619ee9,ef51d576c1919330,11/15/2019,11/17/2019,,Nintendo Switch,8d0d,135.01,website,email,mobile,AU,,
d561a4fd,ef5390b5c3e90067,2/11/2021,2/12/2021,,Nintendo Switch,e682,150.92,website,direct,desktop,RU,,
61a1650,ef5390b5c3e90067,2/11/2021,2/12/2021,,Nintendo Switch,e682,150.92,website,direct,desktop,RU,,
31751c09,ef58064d3df23119,6/19/2020,6/22/2020,,Nintendo Switch,e682,168,website,direct,desktop,US,,
c1889762,ef59f7cd9ce81928,6/7/2020,6/10/2020,,Nintendo Switch,8d0d,167.4,website,direct,desktop,GB,,
18d71699,ef5b715054c13087,9/9/2019,9/11/2019,,Nintendo Switch,8d0d,110.53,website,direct,desktop,MX,,
e6f6af64,ef5efc89e5f97560,7/27/2020,7/28/2020,,Nintendo Switch,8d0d,136.52,website,direct,desktop,BE,,
36477493,ef632154623980,12/6/2019,12/7/2019,,Nintendo Switch,8d0d,159.6,website,direct,desktop,US,,
e54430c2,ef66bc05dd196851,10/13/2019,10/16/2019,,27in 4K gaming monitor,891b,321.22,website,affiliate,unknown,BE,,
bf575adf,ef6741d84cb81005,5/24/2019,5/27/2019,,27in 4K gaming monitor,891b,493.83,website,direct,desktop,RU,,
f7933dac,ef6803c0689104602,2/20/2021,2/21/2021,,Nintendo Switch,e682,164.69,website,direct,desktop,IT,,
933261,ef6803c0689104602,2/20/2021,2/21/2021,,Nintendo Switch,e682,164.69,website,direct,desktop,IT,,
22ac29ba,ef68b85df0117055,2/19/2019,2/21/2019,,Nintendo Switch,8d0d,168,website,affiliate,unknown,US,,
602410b1,ef69e777d6241840,9/17/2019,9/20/2019,,Nintendo Switch,e682,168,website,email,mobile,US,,
416b3efc,ef6fbb39d8f29552,7/28/2019,7/30/2019,,Nintendo Switch,8e5d,172.92,mobile app,direct,desktop,US,,
3ba4abaa,ef7f17e39e227163,2/22/2021,2/24/2021,,27in 4K gaming monitor,e7e6,480,website,email,desktop,US,,
bf7fb02a,ef806fff4a381081,4/22/2020,4/23/2020,,27in 4K gaming monitor,891b,329.72,website,direct,desktop,FR,,
0f4fd95f,ef8244c1aa99322,8/7/2019,8/8/2019,,Nintendo Switch,8d0d,134.4,website,direct,desktop,US,,
096e92b8,ef836f10fab6883,8/13/2020,8/15/2020,,JBL Quantum 100 Gaming Headset,ab0f,24.88,website,direct,desktop,GB,,
1172b6b9,ef855ac0b6c10146,5/16/2020,5/19/2020,,Nintendo Switch,8d0d,146.59,website,,,IE,,
2228e1be,ef8580370bc16876,11/24/2020,11/25/2020,1/4/2023,27in 4K gaming monitor,e7e6,480,website,direct,desktop,US,,
d7c9375b,ef85ccece2b91168,5/9/2020,5/12/2020,,JBL Quantum 100 Gaming Headset,ab0f,24,website,direct,desktop,CO,,
efacaced,ef8a873afab101264,9/29/2020,10/1/2020,,Nintendo Switch,8d0d,142.8,website,direct,desktop,US,,
cd4d3491,ef8e094c9d786706,2/9/2019,2/11/2019,,JBL Quantum 100 Gaming Headset,8315,24.34,mobile app,email,mobile,US,,
875c9751,ef94df0a39157542,3/10/2019,3/12/2019,,Nintendo Switch,b5f7,167.98,mobile app,direct,desktop,US,,
1607d943,ef94fc9d12211990,9/20/2020,9/23/2020,,JBL Quantum 100 Gaming Headset,ab0f,24,website,direct,desktop,US,,
d0bc53bb,ef95e1200ad88148,1/18/2021,1/20/2021,2/24/2023,Nintendo Switch,8e5d,167.84,mobile app,email,desktop,US,,
673cd4f2,ef9b11d3f1844591,11/8/2020,11/10/2020,,27in 4K gaming monitor,e7e6,480,website,direct,desktop,US,,
4b4ba603,efa1f2838a633463,11/14/2020,11/16/2020,11/28/2022,27in 4K gaming monitor,e7e6,439.2,website,direct,desktop,PL,,
da8a47e8,efa1f93b8e892325,10/1/2019,10/2/2019,,JBL Quantum 100 Gaming Headset,8315,23.88,mobile app,email,mobile,CA,,
e97d923a,efa3caf61bc98620,10/24/2020,10/26/2020,,Sony PlayStation 5 Bundle,54ed,1647.9,website,direct,desktop,DE,,
985f67f0,efa4505685764476,5/3/2020,5/4/2020,,Nintendo Switch,e682,168,website,direct,desktop,US,,
9cb62ebe,efa611033a966266,2/19/2020,2/22/2020,,27in 4K gaming monitor,891b,236.89,website,direct,desktop,DE,,
53f63f80,efa705b7a9737013,7/21/2020,7/23/2020,,Nintendo Switch,e682,168,website,direct,desktop,US,,
4382642b,efab16dbedd30388,11/18/2020,11/20/2020,,Nintendo Switch,e682,150.67,website,direct,desktop,NO,,
8ea2ce92,efada1e940e60569,1/23/2020,1/25/2020,,Nintendo Switch,8d0d,135.84,website,direct,desktop,AU,,
bf1c4575,efb0948d4ad80914,12/20/2019,12/21/2019,,JBL Quantum 100 Gaming Headset,2997,26.14,mobile app,email,mobile,TH,,
a19f87d7,efb1cd8bc8c68371,11/28/2019,11/29/2019,,Nintendo Switch,8d0d,150.53,website,direct,desktop,IE,,
4eed1e07,efb328939ab35007,5/21/2019,5/23/2019,,27in 4K gaming monitor,891b,397.07,website,direct,desktop,SE,,
fdf31437,efb60a323b7107282,12/10/2020,12/11/2020,3/14/2022,Nintendo Switch,8e5d,168.48,mobile app,email,desktop,US,,
35a3056f,efb77c568b824732,12/9/2019,12/12/2019,,27in 4K gaming monitor,e7e6,485.11,website,direct,desktop,GB,,
fa92da0c,efb9256f2fd105862,2/26/2021,3/1/2021,,Dell Gaming Mouse,8d4f,58.75,mobile app,direct,desktop,ZA,,
b6a81224,efba8febc5177383,11/3/2019,11/5/2019,,Nintendo Switch,e682,168,website,direct,desktop,US,,
a5ae33fd,efbb883f4d670202,7/21/2020,7/24/2020,,27in 4K gaming monitor,891b,273.11,website,direct,desktop,GB,,
b2a97499,efbfc64d37475717,6/23/2020,6/26/2020,,Nintendo Switch,e682,153.55,website,email,mobile,JP,,
3ebbbe08,efc1b78537428435,2/13/2021,2/14/2021,,Lenovo IdeaPad Gaming 3,04ac,1289.65,website,direct,desktop,GB,,
8b9df77a,efc3ab9c6d259293,2/8/2020,2/11/2020,,Nintendo Switch,8d0d,149.03,website,direct,desktop,ES,,
53b49c4b,efc6ba4a67a36889,12/22/2019,12/24/2019,,Nintendo Switch,8d0d,126,website,direct,desktop,US,,
524b4279,efcb85bd57e36312,2/27/2021,2/28/2021,,JBL Quantum 100 Gaming Headset,4c58,14.71,mobile app,direct,desktop,CA,,
44c92a20,efcd7e2949030910,11/23/2019,11/25/2019,,JBL Quantum 100 Gaming Headset,8315,23.3,mobile app,email,mobile,US,,
578e080a,efd0e1838fe38384,1/11/2021,1/13/2021,,Nintendo Switch,e682,164.42,website,direct,desktop,FR,,
cd1054b3,efd2019becb86614,11/23/2020,11/25/2020,2/25/2023,27in 4K gaming monitor,e7e6,480,website,direct,desktop,US,,
cd1054b3,efd2019becb86615,11/23/2020,11/25/2020,,27in 4K gaming monitor,e7e6,480,website,direct,desktop,US,,
7afdcadf,efd34bff92252547,7/14/2020,7/16/2020,,Nintendo Switch,8d0d,96.22,website,direct,desktop,MX,,
3ab6dc40,efd34f8984f26757,10/7/2019,10/8/2019,,JBL Quantum 100 Gaming Headset,ab0f,23.38,website,direct,desktop,DK,,
d23347d6,efd71a3157f88729,1/31/2020,2/2/2020,,JBL Quantum 100 Gaming Headset,ab0f,18.27,website,direct,desktop,CA,,
989d19b2,efd9eefb8f864568,11/6/2020,11/8/2020,1/16/2023,Nintendo Switch,b5f7,150.59,mobile app,direct,desktop,CA,,
c2fab962,efddc4ab72f82578,10/15/2020,10/17/2020,,Nintendo Switch,e682,160.34,website,direct,desktop,DE,,
a5b98ac3,efe0736977770226,1/20/2021,1/21/2021,4/20/2023,Nintendo Switch,e682,192.76,website,direct,desktop,DK,,
3a8bed4a,efe3ad7eacf26675,7/27/2019,7/29/2019,,Sony PlayStation 5 Bundle,54ed,2195.59,website,direct,desktop,DE,,
3a8bed4a,efe3ad7eacf26676,7/27/2019,7/29/2019,,Sony PlayStation 5 Bundle,54ed,2195.59,website,direct,desktop,DE,,
3083ddc7,efe42c1c29922726,9/17/2019,9/19/2019,,27in 4K gaming monitor,891b,480,website,direct,desktop,US,,
3083ddc7,efe42c1c29922727,9/17/2019,9/19/2019,,27in 4K gaming monitor,891b,480,website,direct,desktop,US,,
